ID	Directory	CreatedAt	UpdatedAt	Title	Creator	WordsCount	UniqueWordsCount	A1Words	A2Words	B1Words	B2Words	C1Words	C2Words	A1Readability	A2Readability	B1Readability	B2Readability	C1Readability	C2Readability
4c7b5a93	black-hawk/the-autobiography-of-ma-ka-tai-me-she-kia-kiak-or-black-hawk	2022-10-04	2022-10-04	The Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak, or Black Hawk	Black Hawk	31189	3351	450	407	633	711	625	387	55	69	81	91	96	99
a9dd9c4d	booker-t-washington/up-from-slavery	2022-10-04	2022-10-04	Up from Slavery	Booker T. Washington	36730	3882	462	438	704	877	746	488	55	68	81	91	96	100
82edd0d5	booth-tarkington/alice-adams	2022-10-04	2022-10-04	Alice Adams	Booth Tarkington	39756	4629	457	437	719	969	955	721	64	74	82	90	96	99
573457df	booth-tarkington/national-avenue	2022-10-04	2022-10-04	National Avenue	Booth Tarkington	46044	5281	464	459	791	1110	1125	893	63	73	83	90	96	99
cf7ec17e	booth-tarkington/the-magnificent-ambersons	2022-10-04	2022-10-04	The Magnificent Ambersons	Booth Tarkington	48463	5702	467	473	823	1182	1273	989	60	72	81	90	96	99
423f1340	booth-tarkington/the-turmoil	2022-10-04	2022-10-04	The Turmoil	Booth Tarkington	41831	5151	462	457	781	1074	1102	831	63	74	82	89	96	99
d3059883	bram-stoker/dracula	2022-10-04	2022-10-04	Dracula	Bram Stoker	72860	6068	468	478	877	1320	1386	1036	63	74	84	92	97	99
8fbbb195	bram-stoker/the-judge-s-house	2022-10-04	2022-10-04	The Judge's House	Bram Stoker	2519	650	296	121	114	74	28	13	61	75	87	97	99	100
e5ed5e16	brian-friel/mr-sing-my-heart-s-delight	2022-10-04	2022-10-04	Mr Sing My Heart's Delight	Brian Friel	1560	653	296	126	92	77	32	20	62	78	86	92	96	98
6b471daf	brigit-viney/history-of-english-language	2022-10-04	2022-10-04	History of English Language	Brigit Viney	8703	1403	351	207	222	212	162	147	50	67	77	87	93	98
bded91c3	bruno-anthony/seven	2022-10-04	2022-10-04	Seven	Bruno Anthony	5595	853	352	165	144	108	43	27	63	75	82	91	98	100
aece22e8	buchi-emecheta/the-bride-price	2022-10-04	2022-10-04	The Bride Price	Buchi Emecheta	9049	1265	399	255	252	178	105	47	69	81	90	96	99	100
f37cda35	burnford-sheila/the-incredible-journey	2022-10-04	2022-10-04	The Incredible Journey	Burnford Sheila	7881	857	350	185	138	96	50	26	68	81	92	96	99	100
43b8e1e5	butler-james/board-games	2022-10-04	2022-10-04	Board Games	Butler James	4364	836	331	161	138	110	66	24	63	75	90	96	99	100
30e971bb	butler-s/death-in-edinburgh	2022-10-04	2022-10-04	Death in Edinburgh	Butler S.	3240	1077	341	185	171	165	119	58	61	72	81	90	97	99
af4252c6	c-j-cutcliffe-hyne/the-lost-continent	2022-10-04	2022-10-04	The Lost Continent	C. J. Cutcliffe Hyne	44850	5400	460	448	763	1103	1227	966	56	68	79	88	95	99
758a3cfb	c-s-lewis/poetry	2022-10-04	2022-10-04	Poetry	C. S. Lewis	14372	2779	413	297	434	561	581	348	56	69	81	89	96	99
a3075	camille-flammarion/omega	2022-10-04	2022-10-04	Omega	Camille Flammarion	28444	4709	448	411	689	953	961	803	42	55	69	82	91	98
88b95d55	captain-marryat/the-children-of-the-new-forest	2022-10-04	2022-10-04	The Children of the New Forest	Captain Marryat	3236	520	283	102	62	43	21	6	68	80	91	94	99	100
20befae0	carey-rockwell/stand-by-for-mars	2022-10-04	2022-10-04	Stand by for Mars!	Carey Rockwell	30358	3300	444	385	543	663	627	418	54	68	78	86	95	99
3b5bbc2c	carlo-collodi/the-adventures-of-pinocchio	2022-10-04	2022-10-04	The Adventures of Pinocchio	Carlo Collodi	19281	2659	442	378	519	546	437	260	61	73	83	91	97	99
5d19993a	caroline-laidlaw/animal-senses	2022-10-04	2022-10-04	Animal Senses	Caroline Laidlaw	1621	626	214	95	101	91	61	29	46	62	74	86	93	97
ee7e2933	caroline-laidlaw/animals-look	2022-10-04	2022-10-04	Animals Look!	Caroline Laidlaw	1938	569	218	85	83	85	49	24	57	69	79	89	95	98
8d23823a	caroline-shackleton/robots-the-next-generation	2022-10-04	2022-10-04	Robots the Next Generation	Caroline Shackleton	1503	690	215	85	109	120	71	41	42	51	64	76	91	95
bf5edfe4	charles-babbage/passages-from-the-life-of-a-philosopher	2022-10-04	2022-10-04	Passages from the Life of a Philosopher	Charles Babbage	70470	6257	468	472	831	1299	1438	1189	46	60	75	87	95	99
e4008eb1	charles-darwin/the-origin-of-species	2022-10-04	2022-10-04	The Origin of Species	Charles Darwin	106578	5588	431	377	644	904	1056	1024	42	54	70	82	91	97
c6da4222	charles-dickens/a-christmas-carol	2022-10-04	2022-10-04	A Christmas Carol	Charles Dickens	14069	3135	457	390	572	679	605	333	57	68	78	88	97	100
f2ccdbe1	charles-dickens/a-tale-of-two-cities	2022-10-04	2022-10-04	A Tale of Two Cities	Charles Dickens	65087	6576	470	479	883	1408	1658	1215	58	70	80	90	96	100
8a8e7e30	charles-dickens/bleak-house	2022-10-04	2022-10-04	Bleak House	Charles Dickens	165805	9334	471	491	947	1716	2427	2272	62	72	82	90	96	100
36627c52	charles-dickens/david-copperfield	2022-10-04	2022-10-04	David Copperfield	Charles Dickens	161449	8934	472	486	933	1673	2349	2168	63	73	83	91	97	100
3c689a41	charles-dickens/great-expectations	2022-10-04	2022-10-04	Great Expectations	Charles Dickens	83745	7185	469	480	900	1480	1833	1437	62	72	82	90	96	100
2c8749cc	charles-dickens/hard-times	2022-10-04	2022-10-04	Hard Times	Charles Dickens	47473	5828	465	470	862	1277	1388	999	62	73	82	91	96	99
20ddc761	charles-dickens/hunted-down	2022-10-04	2022-10-04	Hunted down	Charles Dickens	1311	444	225	73	70	53	16	5	73	82	89	96	99	100
2f1264cf	charles-dickens/little-dorrit	2022-10-04	2022-10-04	Little Dorrit	Charles Dickens	12013	1394	427	280	284	222	123	40	72	84	94	98	99	100
bfd8a295	charles-dickens/nicholas-nickleby	2022-10-04	2022-10-04	Nicholas Nickleby	Charles Dickens	9118	1130	398	238	230	160	70	27	67	81	90	94	99	100
dd691793	charles-dickens/oliver-twist	2022-10-04	2022-10-04	Oliver Twist	Charles Dickens	78979	6594	465	473	889	1404	1675	1267	58	69	80	90	96	100
8070f4d0	charles-dickens/the-signalman	2022-10-04	2022-10-04	The Signalman	Charles Dickens	912	321	180	60	44	26	8	1	69	82	91	96	99	99
fd2a0a3d	charles-perrault/little-red-riding-hood	2022-10-04	2022-10-04	Little Red Riding Hood	Charles Perrault	352	147	90	18	8	15	10	4	64	74	79	92	98	99
58cefc40	charles-perrault/sleeping-beauty	2022-10-04	2022-10-04	Sleeping Beauty	Charles Perrault	539	176	98	25	21	18	10	3	55	68	82	93	99	100
a356b3f3	charles-randolph/the-interpreter	2022-10-04	2022-10-04	The Interpreter	Charles Randolph	6753	814	329	163	130	91	51	28	61	73	81	87	95	99
2ec223b0	charles-w-chesnutt/the-conjure-woman	2022-10-04	2022-10-04	The Conjure Woman	Charles W. Chesnutt	24245	2634	438	342	499	506	440	265	53	59	74	89	96	99
5ab7289a	charlotte-bront/jane-eyre	2022-10-04	2022-10-04	Jane Eyre	Charlotte Brontë	89428	8243	470	484	934	1569	2093	1912	54	67	78	88	96	99
17ca840c	charlotte-bront/shirley	2022-10-04	2022-10-04	Shirley	Charlotte Brontë	104356	9355	471	492	966	1680	2396	2301	52	64	76	88	95	99
564c3723	charlotte-bront/villette	2022-10-04	2022-10-04	Villette	Charlotte Brontë	96079	9192	469	482	934	1615	2261	2287	51	64	76	87	94	99
f3045214	charlotte-perkins-gilman/herland	2022-10-04	2022-10-04	Herland	Charlotte Perkins Gilman	25804	4179	464	416	701	868	818	592	58	69	81	90	96	99
c8418fe5	charlotte-perkins-gilman/women-and-economics	2022-10-04	2022-10-04	Women and Economics	Charlotte Perkins Gilman	37705	4503	452	398	694	846	894	792	45	58	74	86	94	99
9d2b75c8	cherry-gilchrist/princess-diana	2022-10-04	2022-10-04	Princess Diana	Cherry Gilchrist	4439	766	325	152	104	86	49	25	64	76	87	96	99	100
5ad5755f	cheryl-palin/amazing-minibeasts	2022-10-04	2022-10-04	Amazing Minibeasts	Cheryl Palin	745	251	111	28	36	21	21	15	47	57	70	82	90	96
c5933bf3	chitra-banerjee-divakaruni/the-intelligence-of-wild-things	2022-10-04	2022-10-04	The Intelligence of Wild Things	Chitra Banerjee Divakaruni	1610	656	305	124	102	75	26	18	67	79	89	96	98	100
aceeaf5c	chris-rice/audrey-hepburn	2022-10-04	2022-10-04	Audrey Hepburn	Chris Rice	1832	481	223	84	57	50	33	19	63	74	83	89	96	99
3ce6dc95	chris-rose/fenrir-s-chain	2022-10-04	2022-10-04	Fenrir's Chain	Chris Rose	750	216	140	30	23	13	3	2	70	77	90	92	94	97
2277302d	chris-rose/sigurd-and-sigrdrifa	2022-10-04	2022-10-04	Sigurd and Sigrdrifa	Chris Rose	409	151	99	23	10	9	3	2	66	83	88	91	92	94
e8ac8a73	chris-rose/the-brisingamen-necklace	2022-10-04	2022-10-04	The Brisingamen Necklace	Chris Rose	961	235	154	33	19	15	7	5	65	74	77	81	91	99
b8e99f30	chris-rose/the-story-of-alvis	2022-10-04	2022-10-04	The Story of Alvis	Chris Rose	641	169	117	18	15	8	5	4	76	81	85	87	98	100
12f30eab	chris-rose/the-story-of-thrym	2022-10-04	2022-10-04	The Story of Thrym	Chris Rose	719	216	135	30	24	18	5	2	64	71	80	88	94	100
a6390c17	chris-rose/thor-and-the-giants	2022-10-04	2022-10-04	Thor and the Giants	Chris Rose	1709	330	203	57	30	23	9	3	64	75	85	89	96	100
f6182a8e	christine-lindop/ned-kelly-a-true-story	2022-10-04	2022-10-04	Ned Kelly a True Story	Christine Lindop	2792	445	250	80	41	40	21	10	67	82	88	94	97	100
d7a30efe	christopher-fowler/cooking-the-books	2022-10-04	2022-10-04	Cooking the Books	Christopher Fowler	1402	604	267	104	114	71	33	10	59	71	83	94	98	99
c978f72f	christopher-marlowe/the-jew-of-malta	2022-10-04	2022-10-04	The Jew of Malta	Christopher Marlowe	9280	2194	410	287	401	413	344	233	52	64	77	87	94	99
c5211ff5	christopher-marlowe/the-tragical-history-of-doctor-faustus	2022-10-04	2022-10-04	The Tragical History of Doctor Faustus	Christopher Marlowe	7344	2023	389	278	357	377	289	220	47	58	70	80	87	98
c6180c1b	christopher-morley/parnassus-on-wheels	2022-10-04	2022-10-04	Parnassus on Wheels	Christopher Morley	17623	3453	450	375	554	708	668	490	56	66	77	87	94	99
2d493343	christopher-morley/the-haunted-bookshop	2022-10-04	2022-10-04	The Haunted Bookshop	Christopher Morley	30984	5511	464	456	803	1136	1200	920	53	63	74	84	92	98
d425aa9d	chuck-palahniuk/fight-club	2022-10-04	2022-10-04	Fight Club	Chuck Palahniuk	14946	1772	404	255	330	314	230	132	59	69	79	88	96	99
8ce3e2d0	cicero/tusculan-disputations	2022-10-04	2022-10-04	Tusculan Disputations	Cicero	34519	4071	441	397	668	856	796	646	53	65	79	89	95	99
38c59467	claire-keegan/men-and-women	2022-10-04	2022-10-04	Men and Women	Claire Keegan	1522	589	275	96	78	81	37	11	62	75	82	92	97	100
6be4e9f5	clare-gray/a-doctor-a-father-and-his-son	2022-10-04	2022-10-04	A Doctor, a Father, and His Son	Clare Gray	427	235	146	34	25	18	7	3	66	79	89	95	98	99
19a3ca8a	clare-gray/a-mountain-accident	2022-10-04	2022-10-04	A Mountain Accident	Clare Gray	525	267	153	53	32	14	9	4	65	84	94	97	99	100
1466d4f1	clare-gray/fighting-for-the-forest	2022-10-04	2022-10-04	Fighting for the Forest	Clare Gray	918	292	157	47	43	18	17	8	60	76	86	90	94	97
bf619014	clare-gray/prisoner-for-peace	2022-10-04	2022-10-04	Prisoner for Peace	Clare Gray	482	224	127	33	28	18	9	4	62	79	90	96	98	99
bf9ecddb	clare-gray/running-for-her-life	2022-10-04	2022-10-04	Running for Her Life	Clare Gray	694	281	149	45	34	24	9	12	55	74	82	87	91	98
1e415be9	clare-gray/the-housewife-spy	2022-10-04	2022-10-04	The Housewife Spy	Clare Gray	758	355	200	69	36	31	10	7	61	80	88	97	98	100
4df16514	clare-gray/the-river-to-freedom	2022-10-04	2022-10-04	The River to Freedom	Clare Gray	472	254	146	49	31	14	8	3	61	77	89	93	98	100
45038b0c	clare-gray/the-true-courage-of-erin-brockovich	2022-10-04	2022-10-04	The True Courage of Erin Brockovich	Clare Gray	690	277	162	36	39	24	10	4	65	73	86	92	94	95
18714944	clare-west/a-fishy-story	2022-10-04	2022-10-04	A Fishy Story	Clare West	1486	661	286	136	105	79	30	16	56	75	86	94	98	100
5b495d30	clare-west/a-time-of-waiting	2022-10-04	2022-10-04	A Time of Waiting	Clare West	6774	1395	417	255	247	225	129	67	62	77	86	93	96	99
23e5970b	clarke-georgia/leonardo-da-vinci	2022-10-04	2022-10-04	Leonardo Da Vinci	Clarke Georgia	9823	1279	400	260	243	197	101	52	58	70	82	90	98	100
e21cacb9	clemen-d-b-gina/alien-alert-in-seattle	2022-10-04	2022-10-04	Alien Alert in Seattle	Clemen D. B. Gina	3421	640	284	109	84	77	36	33	63	74	81	91	95	99
dafa8032	clemen-d-b-gina/british-and-american-festivities	2022-10-04	2022-10-04	British and American Festivities	Clemen D. B. Gina	3844	1043	270	150	166	189	127	88	42	55	67	84	93	98
56935218	clemen-d-b-gina/davy-crockett	2022-10-04	2022-10-04	Davy Crockett	Clemen D. B. Gina	1486	431	201	71	45	64	23	15	51	61	71	81	92	95
dcf62d11	clemen-d-b-gina/great-mysteries-of-our-world	2022-10-04	2022-10-04	Great Mysteries of Our World	Clemen D. B. Gina	4130	1184	331	174	191	201	146	89	48	62	73	85	93	97
ab02e1c4	clemen-d-b-gina/halloween-horror	2022-10-04	2022-10-04	Halloween Horror	Clemen D. B. Gina	2136	477	221	81	68	59	26	13	60	71	79	90	93	98
9b5d3c5e	clemen-d-b-gina/the-american-west	2022-10-04	2022-10-04	The American West	Clemen D. B. Gina	1083	390	158	58	47	56	28	21	43	57	71	82	92	97
195a2cb6	clemen-d-b-gina/the-lost-treasure-of-bodega-bay	2022-10-04	2022-10-04	The Lost Treasure of Bodega Bay	Clemen D. B. Gina	3175	616	280	105	83	64	36	26	59	70	78	90	96	99
984c029d	clemen-d-b-gina/the-vampire-s-tear	2022-10-04	2022-10-04	The Vampire's Tear	Clemen D. B. Gina	5459	1085	359	185	180	169	100	69	56	69	78	91	96	100
3ead5c7e	clemen-gina-d-b/miami-police-file-the-o-nell-case	2022-10-04	2022-10-04	Miami Police File the O'Nell Case	Clemen Gina D. B.	3595	796	297	131	127	122	54	36	54	68	78	91	94	98
e3aa8772	clemen-gina-d-b/murder-at-coyote-canyon	2022-10-04	2022-10-04	Murder at Coyote Canyon	Clemen Gina D. B.	4730	855	318	140	133	121	81	40	58	70	80	89	96	98
86f5a8fb	compton-mackenzie/sinister-street	2022-10-04	2022-10-04	Sinister Street	Compton Mackenzie	172801	11923	470	495	965	1774	2767	3165	51	65	76	86	94	98
3708b216	conan-doyle/a-case-of-identity	2022-10-04	2022-10-04	A Case Of Identity	Conan Doyle	1556	514	242	80	76	64	26	22	68	76	89	95	97	99
54c279a9	conan-doyle/a-scandal-in-bohemia	2022-10-04	2022-10-04	A Scandal In Bohemia	Conan Doyle	1012	305	206	57	18	15	4	2	74	85	92	98	100	100
efb7d1ab	conan-doyle/a-study-in-scarlet	2022-10-04	2022-10-04	A Study in Scarlet	Conan Doyle	4302	951	361	189	188	137	51	19	65	77	88	95	98	100
d94d2d29	conan-doyle/sherlock-holmes-and-the-mystery-of-boscombe-pool	2022-10-04	2022-10-04	Sherlock Holmes and the Mystery of Boscombe Pool	Conan Doyle	3831	682	341	146	97	55	22	14	73	84	93	96	98	100
97867346	conan-doyle/the-adventure-of-the-blue-carbuncle	2022-10-04	2022-10-04	The Adventure of the Blue Carbuncle	Conan Doyle	1546	524	260	78	78	62	28	16	59	72	84	95	98	100
5398355d	conan-doyle/the-disappearance-of-lady-frances-carfax	2022-10-04	2022-10-04	The Disappearance of Lady Frances Carfax	Conan Doyle	1488	496	246	95	71	54	21	7	63	77	87	95	98	100
91220e8f	conan-doyle/the-final-problem	2022-10-04	2022-10-04	The Final Problem	Conan Doyle	1420	547	264	113	78	61	22	8	63	79	91	97	99	100
6fd3b353	conan-doyle/the-five-orange-pips	2022-10-04	2022-10-04	The Five Orange Pips	Conan Doyle	889	287	176	48	28	22	10	2	67	83	90	96	99	100
952293d1	conan-doyle/the-sign-of-four	2022-10-04	2022-10-04	The Sign Of Four	Conan Doyle	5569	845	359	183	153	89	40	14	64	76	91	96	99	100
a4e075a2	conan-doyle/the-speckled-band	2022-10-04	2022-10-04	The Speckled Band	Conan Doyle	1081	318	203	54	35	17	6	2	68	78	90	95	98	99
e1b7077	conan-doyle/the-valley-of-fear	2022-10-04	2022-10-04	The Valley of Fear	Conan Doyle	4948	941	372	189	155	118	72	27	66	77	87	93	98	100
f0cee02d	conan-doyle/the-yellow-face	2022-10-04	2022-10-04	The Yellow Face	Conan Doyle	1239	445	238	76	57	50	13	10	71	81	92	97	98	100
3e3f4c76	d-catrille/the-sharcks-were-hungry	2022-10-04	2022-10-04	The Sharcks Were Hungry	D. Catrille	620	263	147	53	27	25	6	5	59	76	88	94	100	100
e752ea58	d-h-lawrence/sons-and-lovers	2022-10-04	2022-10-04	Sons and Lovers	D. H. Lawrence	77082	6100	468	471	807	1250	1399	1145	62	72	82	90	96	99
627fe535	d-h-lawrence/the-blind-man	2022-10-04	2022-10-04	The Blind Man	D. H. Lawrence	1198	451	240	82	59	45	21	3	73	84	93	98	100	100
131685cf	d-h-lawrence/the-lovely-lady	2022-10-04	2022-10-04	The Lovely Lady	D. H. Lawrence	1624	481	263	92	68	43	8	5	65	78	91	96	96	100
e6e06d39	d-h-lawrence/the-rainbow	2022-10-04	2022-10-04	The Rainbow	D. H. Lawrence	88507	7474	470	483	884	1434	1751	1617	57	69	80	89	95	99
d42b1668	d-h-lawrence/the-rocking-horse-winner	2022-10-04	2022-10-04	The Rocking Horse Winner	D. H. Lawrence	1282	373	213	67	39	33	10	8	63	77	88	94	97	100
4d5c0c02	daisy-ashford/the-young-visiters	2022-10-04	2022-10-04	The Young Visiters	Daisy Ashford	7074	1675	401	278	283	308	243	109	57	70	79	89	97	99
9f3e76d9	daniel-defoe/a-journal-of-the-plague-year	2022-10-04	2022-10-04	A Journal of the Plague Year	Daniel Defoe	42717	3718	457	413	642	769	713	500	62	71	82	91	97	100
1947c9d6	daniel-defoe/the-life-and-adventures-of-robinson-crusoe	2022-10-04	2022-10-04	The Life and Adventures of Robinson Crusoe	Daniel Defoe	54076	4008	461	434	702	878	815	526	63	75	85	93	98	100
6fad3bb8	dante-alighieri/the-divine-comedy	2022-10-04	2022-10-04	The Divine Comedy	Dante Alighieri	145668	10760	471	480	945	1693	2517	2757	48	59	72	83	92	98
a7417f90	daphne-du-maurier/jamaica-inn	2022-10-04	2022-10-04	Jamaica Inn	Daphne du Maurier	18198	1659	443	364	385	271	115	62	66	83	92	97	99	100
ea47f1d0	daphne-du-maurier/my-cousin-rachel	2022-10-04	2022-10-04	My Cousin Rachel	Daphne Du Maurier	6691	869	366	191	141	119	34	12	70	81	88	96	99	100
2245b4e9	daphne-du-maurier/rebecca	2022-10-04	2022-10-04	Rebecca	Daphne Du Maurier	14917	1201	407	248	241	198	75	26	71	82	90	95	100	100
d181184e	david-evans/management-gurus	2022-10-04	2022-10-04	Management Gurus	David Evans	7904	1130	366	207	202	179	90	52	61	73	83	94	98	99
275634a9	david-evans/women-in-business	2022-10-04	2022-10-04	Women in Business	David Evans	5222	919	334	166	142	148	56	43	61	74	84	92	95	98
6d51c69b	david-garnett/lady-into-fox	2022-10-04	2022-10-04	Lady Into Fox	David Garnett	11014	2296	437	340	450	436	344	204	64	75	83	91	97	100
8fcf42e9	david-levithan/the-mummy	2022-10-04	2022-10-04	The Mummy	David Levithan	2888	372	220	59	36	21	14	12	68	80	85	89	95	97
adcef68c	david-lindsay/a-voyage-to-arcturus	2022-10-04	2022-10-04	A Voyage to Arcturus	David Lindsay	44426	5006	455	441	763	1065	1118	847	57	71	82	91	97	99
59863b79	denise-whittaker/maggi	2022-10-04	2022-10-04	Maggi	Denise Whittaker	396	239	137	36	26	25	8	5	64	76	87	96	98	100
757abc6c	derek-strange/girl-meets-boy	2022-10-04	2022-10-04	Girl Meets Boy	Derek Strange	834	219	133	35	12	22	6	7	71	86	89	95	96	99
d6f0bae2	dewey-gram/dante-s-peak	2022-10-04	2022-10-04	Dante's Peak	Dewey Gram	3991	436	238	66	53	33	25	15	65	74	80	90	97	99
67e44c3b	dewey-gram/gladiator	2022-10-04	2022-10-04	Gladiator	Dewey Gram	10263	1106	396	252	224	154	51	20	66	81	91	96	98	99
259fb709	diogenes-la-rtius/the-lives-and-opinions-of-eminent-philosophers	2022-10-04	2022-10-04	The Lives and Opinions of Eminent Philosophers	Diogenes Laërtius	80598	6137	458	440	811	1153	1335	1193	51	63	75	86	93	98
646b14ad	dobie-smith/the-hundred-and-one-dalmatin	2022-10-04	2022-10-04	The Hundred and One Dalmatin	Dobie Smith	7990	1470	408	264	288	251	152	71	57	69	79	86	93	99
3f874dd0	dominic-butler/murder-in-the-fog	2022-10-04	2022-10-04	Murder in the Fog	Dominic Butler	11948	1605	411	269	298	284	187	105	64	77	86	93	98	100
15506aa4	doris-lessing/the-grass-is-singing	2022-10-04	2022-10-04	The Grass Is Singing	Doris Lessing	8127	1207	407	251	252	188	60	36	69	81	90	98	99	100
faf803f1	dorothy-day/the-eleventh-virgin	2022-10-04	2022-10-04	The Eleventh Virgin	Dorothy Day	34386	5091	467	457	764	1030	1079	825	56	66	79	88	95	99
66324dd2	dorothy-dixon/the-night-of-the-green-dragon	2022-10-04	2022-10-04	The Night of the Green Dragon	Dorothy Dixon	2555	561	284	115	73	58	17	10	66	79	88	94	99	100
698a0901	dorothy-l-sayers/whose-body	2022-10-04	2022-10-04	Whose Body?	Dorothy L. Sayers	29278	4490	464	452	732	965	928	589	58	69	79	88	95	99
71ea9fa6	dorothy-m-richardson/pointed-roofs	2022-10-04	2022-10-04	Pointed Roofs	Dorothy M. Richardson	28855	4344	454	425	673	886	924	644	55	68	78	88	95	99
997b8c7b	e-e-cummings/the-enormous-room	2022-10-04	2022-10-04	The Enormous Room	E. E. Cummings	46838	6517	469	469	863	1251	1460	1236	47	60	73	84	92	98
31cfadc0	e-e-smith/first-lensman	2022-10-04	2022-10-04	First Lensman	E. E. Smith	48771	6425	460	445	766	1090	1302	1243	51	62	73	83	91	97
1e017e4d	e-e-smith/the-skylark-of-space	2022-10-04	2022-10-04	The Skylark of Space	E. E. Smith	41184	5005	462	456	774	1060	1046	825	54	66	78	88	95	99
a527c146	e-e-smith/triplanetary	2022-10-04	2022-10-04	Triplanetary	E. E. Smith	46826	6060	461	445	779	1090	1243	1174	48	59	72	82	91	97
37be247	e-m-forster/a-passage-to-india	2022-10-04	2022-10-04	A Passage to India	E. M. Forster	47992	6071	465	472	868	1259	1343	1111	55	67	78	88	95	99
6201c3d9	e-m-forster/a-room-with-a-view	2022-10-04	2022-10-04	A Room With a View	E. M. Forster	32033	4737	466	456	773	1006	1008	743	58	69	78	89	95	99
f8e9847f	e-m-forster/howards-end	2022-10-04	2022-10-04	Howards End	E. M. Forster	51620	6085	466	475	864	1274	1372	1122	59	70	81	90	96	99
81ea4e7b	e-m-forster/where-angels-fear-to-tread	2022-10-04	2022-10-04	Where Angels Fear to Tread	E. M. Forster	22719	3909	461	447	685	888	742	506	59	71	82	91	96	99
7dab16f1	e-nesbit/five-children-and-it	2022-10-04	2022-10-04	Five Children and It	E. Nesbit	25516	3302	456	416	593	690	586	375	62	73	83	92	97	99
8ba97e98	e-nesbit/harding-s-luck	2022-10-04	2022-10-04	Harding’s Luck	E. Nesbit	32257	3600	460	420	619	777	665	450	64	75	83	90	97	99
1609c1a7	e-nesbit/in-the-dark	2022-10-04	2022-10-04	In the dark	E. Nesbit	1020	381	207	67	48	35	10	8	74	82	91	96	97	98
9bfccbca	e-nesbit/the-enchanted-castle	2022-10-04	2022-10-04	The Enchanted Castle	E. Nesbit	32798	3964	463	436	676	845	797	516	61	73	82	92	97	100
262a9c40	e-nesbit/the-house-of-arden	2022-10-04	2022-10-04	The House of Arden	E. Nesbit	33931	3724	460	430	640	829	704	445	65	76	85	93	97	100
2785a1d2	e-nesbit/the-phoenix-and-the-carpet	2022-10-04	2022-10-04	The Phoenix and the Carpet	E. Nesbit	29909	3707	461	434	617	808	714	449	59	69	80	90	97	99
eba883b6	e-nesbit/the-railway-children	2022-10-04	2022-10-04	The Railway Children	E. Nesbit	4488	678	336	143	93	66	27	11	74	87	93	98	99	100
4f7b608b	e-nesbit/the-story-of-the-amulet	2022-10-04	2022-10-04	The Story of the Amulet	E. Nesbit	33311	3794	468	437	640	838	699	466	63	75	84	92	96	99
309ddf0f	e-nesbit/wet-magic	2022-10-04	2022-10-04	Wet Magic	E. Nesbit	23674	3410	461	424	627	724	596	388	60	71	81	89	94	99
f3565fce	e-pauline-johnson/legends-of-vancouver	2022-10-04	2022-10-04	Legends of Vancouver	E. Pauline Johnson	14706	3026	447	372	528	631	558	356	51	64	76	88	95	99
11b005e9	e-phillips-oppenheim/the-great-impersonation	2022-10-04	2022-10-04	The Great Impersonation	E. Phillips Oppenheim	35901	4724	462	463	791	1042	985	694	58	72	82	91	96	99
d31d5459	e-r-eddison/the-worm-ouroboros	2022-10-04	2022-10-04	The Worm Ouroboros	E. R. Eddison	79037	6720	459	438	739	1185	1528	1380	53	66	77	87	94	98
16e08c43	e-t-a-hoffmann/master-flea	2022-10-04	2022-10-04	Master Flea	E. T. A. Hoffmann	22088	3626	450	421	677	799	696	423	54	67	79	88	96	99
8314792a	e-w-hornung/a-thief-in-the-night	2022-10-04	2022-10-04	A Thief in the Night	E. W. Hornung	29343	4787	461	451	771	1043	977	767	58	68	78	89	95	99
d5b42334	e-w-hornung/the-amateur-cracksman	2022-10-04	2022-10-04	The Amateur Cracksman	E. W. Hornung	24214	4122	464	445	674	874	846	604	59	70	79	89	96	99
abdfb7b5	e-w-hornung/the-black-mask	2022-10-04	2022-10-04	The Black Mask	E. W. Hornung	25094	4445	463	455	756	958	893	640	58	69	79	89	96	99
445ca92d	eamonn-sweeney/lord-mcdonald	2022-10-04	2022-10-04	Lord Mcdonald	Eamonn Sweeney	1285	505	259	92	62	54	23	10	68	80	88	95	99	100
8f61ea93	edgar-allan-poe/a-descent-into-the-maelstrom	2022-10-04	2022-10-04	A Descent Into the Maelstrom	Edgar Allan Poe	995	305	185	51	31	27	7	3	65	83	90	96	97	99
9cf990da	edgar-allan-poe/berenice	2022-10-04	2022-10-04	Berenice	Edgar Allan Poe	978	362	224	75	32	22	5	2	75	89	95	99	99	100
22c2d2b7	edgar-allan-poe/black-cat	2022-10-04	2022-10-04	Black Cat	Edgar Allan Poe	1136	378	239	71	38	23	6	1	74	88	95	98	100	100
95e2eae4	edgar-allan-poe/ligeia	2022-10-04	2022-10-04	Ligeia	Edgar Allan Poe	814	352	195	67	35	34	18	3	70	85	90	97	100	100
f369e24	edgar-allan-poe/short-fiction	2022-10-04	2022-10-04	Short Fiction	Edgar Allan Poe	156084	11754	470	494	972	1784	2745	3167	46	59	72	84	93	98
1dfc65b6	edgar-allan-poe/the-cask-of-amontillado	2022-10-04	2022-10-04	The Cask of Amontillado	Edgar Allan Poe	686	351	199	58	46	30	14	3	63	77	88	95	98	99
